action_id,event_id,action_type,execution_slot,enforcement_latency_us,success_flag,affected_flows
37833,37833,Access Control,107,30.832323506782554,0,35
37834,37834,Isolation,25,26.909024804394196,1,43
37835,37835,Access Control,33,14.344858566980626,1,34
37836,37836,Isolation,28,28.5377044991387,1,3
37837,37837,Traffic Redirection,24,34.83078420580182,1,28
37838,37838,Access Control,106,20.848508969191084,1,15
37839,37839,Access Control,52,32.14971937701507,1,29
37840,37840,Isolation,93,36.54979393985441,1,23
37841,37841,Access Control,42,32.116840426579856,1,35
37842,37842,Access Control,112,34.681775353858754,1,31
37843,37843,Access Control,71,31.796556923521763,1,14
37844,37844,Traffic Redirection,6,35.72592695941896,1,16
37845,37845,Access Control,118,32.27084082936055,1,4
37846,37846,Isolation,15,32.37883060625092,1,46
37847,37847,Isolation,23,25.09932544218479,1,42
37848,37848,Access Control,78,30.303811256359694,1,41
37849,37849,Traffic Redirection,7,29.288843493116488,1,45
37850,37850,Access Control,119,37.78456977851028,1,46
37851,37851,Isolation,51,37.35252412492814,0,34
37852,37852,Traffic Redirection,15,28.83653789364806,1,38
37853,37853,Isolation,39,29.395953161502447,1,40
37854,37854,Traffic Redirection,86,30.272830073566105,1,21
37855,37855,Isolation,124,29.015900761702653,1,40
37856,37856,Traffic Redirection,19,26.682186737748417,1,22
37857,37857,Access Control,71,27.51560472944074,1,31
37858,37858,Access Control,124,26.812872587345986,1,42
37859,37859,Access Control,5,28.408608406215656,1,26
37860,37860,Traffic Redirection,66,26.810879888727786,1,47
37861,37861,Isolation,119,36.63278130531575,1,17
37862,37862,Access Control,20,34.39299841297178,1,4
37863,37863,Traffic Redirection,79,40.2465235640775,1,41
37864,37864,Access Control,15,25.803197182876133,1,30
37865,37865,Traffic Redirection,57,37.70121696498649,1,26
37866,37866,Isolation,44,30.347605153788983,1,25
37867,37867,Isolation,38,35.39961849164163,1,12
37868,37868,Access Control,98,24.011058467559984,1,11
37869,37869,Traffic Redirection,119,36.037371418001875,1,24
37870,37870,Access Control,73,29.75806040741723,1,13
37871,37871,Access Control,86,28.660841536350997,1,42
37872,37872,Isolation,20,27.420122029795856,1,31
37873,37873,Isolation,13,38.19091475397379,1,32
37874,37874,Access Control,11,28.543719457543414,1,4
37875,37875,Isolation,90,26.358298356047563,0,30
37876,37876,Traffic Redirection,77,32.59163342124613,1,21
37877,37877,Traffic Redirection,68,31.568577933893867,1,13
37878,37878,Access Control,121,34.701239094698415,1,42
37879,37879,Access Control,69,34.45987310133949,1,46
37880,37880,Traffic Redirection,34,38.05741667021131,1,45
37881,37881,Access Control,26,17.117555389703206,1,40
37882,37882,Isolation,100,29.290946266579773,1,38
37883,37883,Isolation,65,23.99656666485213,1,38
37884,37884,Access Control,79,39.06706657840193,1,6
37885,37885,Access Control,70,26.595779273797337,1,33
37886,37886,Traffic Redirection,125,31.444794721981136,1,30
37887,37887,Access Control,61,20.074082775360488,1,14
37888,37888,Isolation,9,35.255215140693196,0,12
37889,37889,Access Control,15,31.305721535746066,1,26
37890,37890,Isolation,119,43.86328619131271,1,16
37891,37891,Traffic Redirection,107,35.662516799743265,1,23
37892,37892,Isolation,109,31.73890952517236,1,31
37893,37893,Isolation,26,29.828259728390513,1,28
37894,37894,Isolation,50,37.10721598678323,1,13
37895,37895,Isolation,45,38.18379836785442,1,4
37896,37896,Isolation,117,21.88335718271479,1,45
37897,37897,Access Control,15,24.14001261011332,1,9
37898,37898,Traffic Redirection,13,36.06697656148769,1,44
37899,37899,Access Control,81,26.684519568535368,1,34
37900,37900,Traffic Redirection,18,30.587128673797014,1,28
37901,37901,Isolation,5,34.37607668891571,1,22
37902,37902,Isolation,14,34.48528867110632,1,7
37903,37903,Access Control,80,24.564272014476995,1,37
37904,37904,Isolation,10,26.969539742664402,1,48
37905,37905,Access Control,64,28.591081445762818,1,33
37906,37906,Traffic Redirection,121,29.466181961252182,1,41
37907,37907,Traffic Redirection,45,35.782994331059285,1,20
37908,37908,Isolation,59,29.151381224580252,1,8
37909,37909,Isolation,44,30.539080036764844,0,3
37910,37910,Isolation,25,35.199707733068564,1,13
37911,37911,Access Control,116,32.79153444160117,1,45
37912,37912,Traffic Redirection,93,21.91268666429282,1,47
37913,37913,Access Control,122,29.14879558802332,1,35
37914,37914,Traffic Redirection,28,29.54215947776784,1,16
37915,37915,Access Control,95,24.217091018623105,1,9
37916,37916,Access Control,23,34.167564468733616,1,28
37917,37917,Isolation,124,23.339725062109117,1,22
37918,37918,Traffic Redirection,14,32.70889959552486,1,45
37919,37919,Isolation,6,29.756350313639825,1,8
37920,37920,Traffic Redirection,66,30.632279219008005,1,1
37921,37921,Access Control,71,28.465648790208473,1,24
37922,37922,Access Control,39,25.55016169199343,1,16
37923,37923,Access Control,32,25.073797825024116,1,9
37924,37924,Access Control,28,35.79813710149433,1,6
37925,37925,Traffic Redirection,13,27.697584129306495,1,12
37926,37926,Traffic Redirection,43,28.108763396185637,1,44
37927,37927,Traffic Redirection,71,31.32815592439454,1,44
37928,37928,Traffic Redirection,73,20.997646910785168,1,40
37929,37929,Access Control,12,28.88945192922424,1,19
37930,37930,Isolation,91,31.90542551545812,1,7
37931,37931,Traffic Redirection,27,26.1460868272245,1,7
37932,37932,Access Control,2,32.45066308127494,1,46
37933,37933,Isolation,62,33.729413254530016,1,2
37934,37934,Isolation,98,32.05424888063058,1,43
37935,37935,Access Control,14,29.586055804391545,1,45
37936,37936,Access Control,59,29.733607675521508,1,39
37937,37937,Isolation,115,37.263977818359415,1,26
37938,37938,Access Control,69,33.08040354653057,1,24
37939,37939,Traffic Redirection,125,30.204140905796415,1,14
37940,37940,Access Control,96,31.32279927710779,1,33
37941,37941,Traffic Redirection,49,39.35634332087343,1,10
37942,37942,Access Control,60,24.8237693110037,1,25
37943,37943,Traffic Redirection,74,33.49989054881943,1,48
37944,37944,Access Control,111,36.16079205879153,1,20
37945,37945,Access Control,112,22.580995296524193,1,9
37946,37946,Traffic Redirection,79,38.56618896334736,1,15
37947,37947,Isolation,50,25.394172618093037,1,17
37948,37948,Isolation,24,38.67851234026548,1,46
37949,37949,Isolation,29,24.404822502551053,1,24
37950,37950,Traffic Redirection,84,37.38991552352088,1,46
37951,37951,Access Control,111,25.366201770345192,1,25
37952,37952,Traffic Redirection,124,33.13840134477283,1,24
37953,37953,Access Control,94,31.202094516699965,1,39
37954,37954,Isolation,57,30.830830917641823,1,49
37955,37955,Isolation,74,25.64567334505942,1,44
37956,37956,Access Control,88,31.19134886966716,1,37
37957,37957,Traffic Redirection,9,23.11988731924319,1,13
37958,37958,Access Control,66,26.725558341604913,1,42
37959,37959,Traffic Redirection,79,31.579539888195058,1,14
37960,37960,Isolation,32,33.124402345486004,1,39
37961,37961,Access Control,107,33.82766902094472,0,34
37962,37962,Access Control,74,35.69247808530216,1,10
37963,37963,Access Control,4,21.170184262600067,1,36
37964,37964,Access Control,118,28.382802399310744,1,35
37965,37965,Traffic Redirection,118,35.889528669976215,1,9
37966,37966,Traffic Redirection,38,20.46885882270729,1,20
37967,37967,Traffic Redirection,79,37.09267807116877,1,13
37968,37968,Access Control,127,26.359565006720786,0,38
37969,37969,Traffic Redirection,71,39.158406538598285,1,46
37970,37970,Access Control,77,22.817774043705022,1,18
37971,37971,Isolation,53,34.68892041201444,1,8
37972,37972,Isolation,58,35.87566022703463,1,46
37973,37973,Isolation,22,28.743855837415136,1,23
37974,37974,Isolation,118,28.859630130072155,1,21
37975,37975,Traffic Redirection,18,23.84767473767166,1,18
37976,37976,Traffic Redirection,50,31.798843662086657,1,31
37977,37977,Traffic Redirection,46,29.541247994531957,1,31
37978,37978,Access Control,95,32.86471935377449,1,4
37979,37979,Access Control,53,26.937477497246764,1,40
37980,37980,Isolation,72,31.963852360627893,1,42
37981,37981,Isolation,29,34.05217072682945,1,3
37982,37982,Isolation,39,26.75607430139574,1,5
37983,37983,Access Control,3,40.25005314655912,1,37
37984,37984,Isolation,6,35.61297146698035,1,3
37985,37985,Isolation,78,30.35149953872236,1,20
37986,37986,Access Control,33,28.183584197299115,1,31
37987,37987,Isolation,99,30.302796124188802,1,7
37988,37988,Access Control,88,26.43993191626129,1,36
37989,37989,Isolation,91,23.339535459275744,0,38
37990,37990,Access Control,92,33.60628585426379,1,30
37991,37991,Access Control,112,24.548727014545896,1,33
37992,37992,Isolation,29,38.51544083189132,1,33
37993,37993,Access Control,117,44.78554895677878,1,38
37994,37994,Access Control,83,34.15572625179541,1,11
37995,37995,Traffic Redirection,10,29.659588778171695,1,28
37996,37996,Traffic Redirection,42,30.52587782070788,1,43
37997,37997,Isolation,69,30.357284131336463,1,16
37998,37998,Access Control,29,29.53917305870683,1,14
37999,37999,Access Control,100,29.668531858322833,1,7
38000,38000,Isolation,49,35.12805797695817,1,39
38001,38001,Traffic Redirection,57,31.894002198520052,1,6
38002,38002,Traffic Redirection,51,29.535976029255306,1,11
38003,38003,Traffic Redirection,2,33.41296990735117,0,42
38004,38004,Access Control,79,25.012071058464286,1,5
38005,38005,Access Control,36,25.566985687895976,1,20
38006,38006,Traffic Redirection,120,32.56155751838921,1,8
38007,38007,Isolation,46,24.296439848654167,0,39
38008,38008,Isolation,54,32.951577176103065,1,19
38009,38009,Access Control,11,35.34727680232659,1,35
38010,38010,Access Control,38,29.180947630917558,1,27
38011,38011,Isolation,28,35.928979075754484,1,32
38012,38012,Isolation,84,31.89703443509686,1,22
38013,38013,Access Control,39,34.525289247709566,0,43
38014,38014,Traffic Redirection,76,27.18926793899053,1,22
38015,38015,Isolation,2,26.920117676389257,0,24
38016,38016,Traffic Redirection,49,30.979753898690245,1,21
38017,38017,Isolation,124,32.77643402909102,1,30
38018,38018,Isolation,108,30.199925881008685,0,10
38019,38019,Isolation,39,30.15985120938553,1,8
38020,38020,Traffic Redirection,49,34.83492637157449,1,49
38021,38021,Traffic Redirection,6,31.009761175645163,1,26
38022,38022,Isolation,126,28.58639839000746,1,13
38023,38023,Traffic Redirection,124,22.88264846731618,1,18
38024,38024,Access Control,28,26.565453093467497,1,49
38025,38025,Traffic Redirection,127,24.05909846693633,1,38
38026,38026,Traffic Redirection,51,31.83488230611286,1,40
38027,38027,Isolation,21,37.37849310851912,1,12
38028,38028,Access Control,113,38.43868924981297,1,31
38029,38029,Isolation,48,20.566175882997737,1,32
38030,38030,Isolation,39,29.308917691569402,1,15
38031,38031,Traffic Redirection,74,24.34097041715338,1,39
38032,38032,Isolation,25,27.11090932361684,0,34
38033,38033,Traffic Redirection,83,26.008883018400507,1,33
38034,38034,Access Control,59,32.67837045051517,1,6
38035,38035,Traffic Redirection,39,33.78722873146793,1,46
38036,38036,Isolation,11,27.028958852233295,1,9
38037,38037,Isolation,2,24.440123973274755,1,5
38038,38038,Access Control,71,22.296447649979164,1,12
38039,38039,Traffic Redirection,92,30.437335549254172,1,44
38040,38040,Traffic Redirection,65,28.035462072651118,1,14
38041,38041,Isolation,9,39.954362937774775,1,6
38042,38042,Traffic Redirection,41,29.3749131960311,1,42
38043,38043,Traffic Redirection,100,29.737160330380974,1,36
38044,38044,Isolation,43,30.308475657498082,1,36
38045,38045,Access Control,74,27.345045567500705,1,3
38046,38046,Access Control,59,29.685090492774666,1,15
38047,38047,Access Control,116,35.69737659691271,1,14
38048,38048,Traffic Redirection,114,38.27890556507956,1,23
38049,38049,Access Control,103,23.9572780039804,1,27
38050,38050,Access Control,102,28.91900278019137,1,30
38051,38051,Isolation,27,28.61439945802671,1,35
38052,38052,Isolation,114,37.39192064322908,1,42
38053,38053,Isolation,21,26.108437940170226,1,26
38054,38054,Isolation,84,18.75261639394235,1,49
38055,38055,Traffic Redirection,84,28.38219582736434,1,20
38056,38056,Traffic Redirection,107,25.924208101943606,1,45
38057,38057,Traffic Redirection,42,33.376173911767125,1,21
38058,38058,Traffic Redirection,115,28.77448685835196,1,27
38059,38059,Isolation,32,30.25291797697813,1,22
38060,38060,Access Control,120,28.189636591316788,1,12
38061,38061,Traffic Redirection,107,36.20999430378523,1,13
38062,38062,Traffic Redirection,50,26.86362150893403,1,2
38063,38063,Traffic Redirection,112,32.94220037337007,1,27
38064,38064,Traffic Redirection,24,38.790786185178696,1,46
38065,38065,Isolation,1,33.940599821909714,1,32
38066,38066,Traffic Redirection,101,31.016535340145047,1,22
38067,38067,Traffic Redirection,64,28.568467333600562,1,6
38068,38068,Isolation,91,22.134844194621614,1,31
38069,38069,Traffic Redirection,58,24.865009587702282,1,4
38070,38070,Access Control,105,26.69798615776653,1,4
38071,38071,Traffic Redirection,95,29.502343738669907,1,2
38072,38072,Access Control,27,32.227378926018126,0,13
38073,38073,Traffic Redirection,40,27.690934471990897,1,10
38074,38074,Access Control,103,28.479372734349237,1,36
38075,38075,Access Control,81,29.754534455263713,1,8
38076,38076,Access Control,78,37.1118624342366,1,14
38077,38077,Access Control,35,30.7738529815176,1,39
38078,38078,Traffic Redirection,16,15.421196378572752,1,38
38079,38079,Traffic Redirection,48,32.93713868242966,1,17
38080,38080,Traffic Redirection,47,34.05252485909007,1,32
38081,38081,Traffic Redirection,73,30.136254152527368,1,11
38082,38082,Traffic Redirection,92,35.19729907096777,0,30
38083,38083,Isolation,35,30.53910921808868,1,20
38084,38084,Access Control,41,27.68022042603227,1,49
38085,38085,Access Control,27,30.013400035462414,1,21
38086,38086,Isolation,107,36.65799320202604,1,40
38087,38087,Access Control,48,22.47607599022701,1,12
38088,38088,Isolation,63,25.88500367166276,1,40
38089,38089,Access Control,1,27.74199666625318,1,26
38090,38090,Traffic Redirection,115,32.97825361765082,1,4
38091,38091,Traffic Redirection,119,29.114258717317178,1,49
38092,38092,Isolation,88,33.29318297108221,1,33
38093,38093,Access Control,26,28.291588283420445,1,8
38094,38094,Access Control,102,41.875486613909274,1,9
38095,38095,Traffic Redirection,50,29.71004810176323,1,7
38096,38096,Access Control,23,27.297266854981693,1,10
38097,38097,Traffic Redirection,33,29.26540245779595,1,8
38098,38098,Access Control,55,35.82884528482545,1,12
38099,38099,Access Control,97,33.549366885028896,1,32
38100,38100,Traffic Redirection,126,26.006668452919794,1,22
38101,38101,Access Control,27,32.87394511820021,1,13
38102,38102,Isolation,25,34.40064913443478,1,13
38103,38103,Traffic Redirection,74,34.05868034930867,1,21
38104,38104,Traffic Redirection,104,28.046077397109705,1,43
38105,38105,Isolation,111,27.406343847872357,1,47
38106,38106,Isolation,15,27.32010962276095,1,38
38107,38107,Access Control,124,21.711278475873865,1,27
38108,38108,Isolation,66,27.070180279579006,1,31
38109,38109,Access Control,76,21.98057249920069,1,2
38110,38110,Traffic Redirection,41,33.530120959263854,1,10
38111,38111,Access Control,9,30.432756808723614,1,36
38112,38112,Access Control,38,29.314054313504784,1,45
38113,38113,Isolation,51,35.69968795418887,1,48
38114,38114,Isolation,101,30.826065954666312,1,29
38115,38115,Traffic Redirection,13,26.58271135734098,0,31
38116,38116,Isolation,105,20.43085197533822,1,45
38117,38117,Access Control,49,28.61076793243375,1,37
38118,38118,Isolation,98,33.12898162743164,1,23
38119,38119,Access Control,123,34.29069167175461,1,41
38120,38120,Isolation,34,17.129248353598577,1,12
38121,38121,Traffic Redirection,115,24.356310164916884,1,45
38122,38122,Access Control,85,30.305851883251698,1,6
38123,38123,Access Control,26,29.59780488820423,0,8
38124,38124,Access Control,87,23.66955599280712,1,10
38125,38125,Isolation,85,31.92467286606637,1,38
38126,38126,Traffic Redirection,2,21.68936833583711,1,19
38127,38127,Traffic Redirection,123,32.08153716843039,1,48
38128,38128,Access Control,89,29.476940955431104,1,25
38129,38129,Isolation,80,34.156549632333416,1,48
38130,38130,Access Control,43,27.749051866299762,1,33
38131,38131,Isolation,59,33.120225544624795,1,26
38132,38132,Traffic Redirection,104,22.46040136098489,1,30
38133,38133,Isolation,110,35.08301866907812,1,45
38134,38134,Access Control,115,34.46474038471035,1,30
38135,38135,Traffic Redirection,53,37.700382160925884,1,8
38136,38136,Isolation,89,23.61573522320453,1,16
38137,38137,Access Control,44,32.90667639815929,1,5
38138,38138,Traffic Redirection,101,24.362513307008356,1,10
38139,38139,Traffic Redirection,82,33.63682609821958,1,41
38140,38140,Isolation,124,39.03353124108777,1,39
38141,38141,Traffic Redirection,33,33.94251897900761,1,35
38142,38142,Access Control,7,24.478428709420363,1,27
38143,38143,Traffic Redirection,85,33.66326220432363,1,22
38144,38144,Traffic Redirection,56,29.015391190229696,1,17
38145,38145,Traffic Redirection,88,27.112919125096308,1,33
38146,38146,Access Control,55,28.709302038489835,1,13
38147,38147,Traffic Redirection,10,31.91191072995329,0,1
38148,38148,Access Control,120,20.973073084157427,1,6
38149,38149,Isolation,26,20.70265184147688,1,28
38150,38150,Isolation,2,20.20661668752074,0,49
38151,38151,Isolation,4,27.930631976417285,1,32
38152,38152,Access Control,66,31.943818335527183,1,32
38153,38153,Isolation,56,34.29723204200409,1,3
38154,38154,Traffic Redirection,59,29.479523546191817,1,39
38155,38155,Traffic Redirection,80,33.4994952045078,1,9
38156,38156,Traffic Redirection,49,31.434639478673255,1,2
38157,38157,Traffic Redirection,10,39.9719800879988,1,17
38158,38158,Access Control,94,26.240528810726676,1,26
38159,38159,Traffic Redirection,14,33.82144856700857,1,49
38160,38160,Isolation,6,18.122846570110383,1,2
38161,38161,Isolation,20,27.731140120722706,1,41
38162,38162,Traffic Redirection,107,30.317112527245744,1,1
38163,38163,Isolation,114,16.864859845240908,1,40
38164,38164,Traffic Redirection,5,29.326068341414945,1,6
38165,38165,Isolation,79,31.47019654053959,1,1
38166,38166,Isolation,52,33.99928414746643,1,2
38167,38167,Traffic Redirection,86,27.546152119867095,1,34
38168,38168,Traffic Redirection,94,39.77776241484513,1,29
38169,38169,Access Control,119,37.676017771355184,1,30
38170,38170,Isolation,14,34.422779181124056,1,15
38171,38171,Traffic Redirection,31,31.640883474043996,1,8
38172,38172,Traffic Redirection,45,38.323786962177884,1,2
38173,38173,Isolation,94,27.93018842161547,1,39
38174,38174,Traffic Redirection,117,32.84329456969617,1,5
38175,38175,Traffic Redirection,110,24.099962020139948,1,23
38176,38176,Traffic Redirection,47,27.384975447072605,1,1
38177,38177,Access Control,19,25.697257153376558,1,45
38178,38178,Isolation,114,30.985694461057456,1,10
38179,38179,Isolation,64,21.453691063760132,1,2
38180,38180,Isolation,95,33.24872105416195,1,42
38181,38181,Access Control,69,28.72515229515351,1,38
38182,38182,Traffic Redirection,28,36.46659902365646,1,41
38183,38183,Traffic Redirection,15,36.64025556600801,1,34
38184,38184,Traffic Redirection,7,23.80048413629096,1,13
38185,38185,Isolation,21,28.939112703840053,1,48
38186,38186,Isolation,91,28.95365777014726,1,20
38187,38187,Access Control,85,41.206514623220706,1,49
38188,38188,Isolation,19,32.17575417952608,0,4
38189,38189,Access Control,97,31.0598942603604,1,12
38190,38190,Isolation,38,34.63724992097873,1,2
38191,38191,Access Control,127,30.0290386370797,1,25
38192,38192,Access Control,53,34.48768458001088,1,36
38193,38193,Isolation,108,35.776495393288016,1,27
38194,38194,Access Control,63,25.90133219138596,1,22
38195,38195,Traffic Redirection,117,38.820940539307834,1,31
38196,38196,Access Control,124,28.878016532556067,1,35
38197,38197,Access Control,74,42.481931786882924,1,10
38198,38198,Isolation,23,30.66249146967387,1,42
38199,38199,Isolation,126,24.897505759528993,1,25
38200,38200,Isolation,99,25.47141126479567,1,5
38201,38201,Access Control,41,36.830904499120024,1,45
38202,38202,Access Control,77,29.200345619363503,1,21
38203,38203,Isolation,50,23.885632059821276,1,42
38204,38204,Isolation,30,26.846027326865375,1,17
38205,38205,Access Control,47,23.74733163041953,1,4
38206,38206,Isolation,43,37.22613155800428,1,18
38207,38207,Access Control,12,33.29007942187242,1,21
38208,38208,Traffic Redirection,72,28.99441513288229,0,24
38209,38209,Traffic Redirection,31,29.437196466090796,1,14
38210,38210,Traffic Redirection,99,29.29834369480172,1,39
38211,38211,Access Control,71,38.43700856885394,1,42
38212,38212,Access Control,60,37.256232516895665,1,29
38213,38213,Traffic Redirection,27,29.504243294870573,1,37
38214,38214,Traffic Redirection,85,33.719166633942955,1,1
38215,38215,Isolation,101,33.878858242450235,1,17
38216,38216,Isolation,95,33.18146631328962,1,1
38217,38217,Isolation,88,34.87163382658214,1,30
38218,38218,Access Control,77,29.779673841314473,1,39
38219,38219,Traffic Redirection,13,31.241552274692935,1,21
38220,38220,Access Control,81,27.725819433317277,1,31
38221,38221,Access Control,119,39.39053087552512,1,23
38222,38222,Access Control,1,30.601688522411482,1,32
38223,38223,Traffic Redirection,90,25.719289860065555,1,30
38224,38224,Isolation,66,26.021927392507884,1,3
38225,38225,Access Control,32,27.723433994930275,1,14
38226,38226,Traffic Redirection,81,28.61932065651214,1,11
38227,38227,Traffic Redirection,95,31.329952626951247,0,25
38228,38228,Access Control,84,35.80159400607781,1,25
38229,38229,Isolation,92,24.731830188737955,1,44
38230,38230,Traffic Redirection,44,29.89219188429579,1,33
38231,38231,Access Control,49,20.532991300812284,0,22
38232,38232,Isolation,105,30.181318548060236,1,22
38233,38233,Access Control,51,33.320770834313734,1,4
38234,38234,Isolation,86,34.241751657122045,1,14
38235,38235,Isolation,80,38.1575034106467,1,22
38236,38236,Traffic Redirection,101,30.284643733036773,1,3
38237,38237,Traffic Redirection,79,36.13088355836964,0,6
38238,38238,Isolation,21,17.429627317602822,1,31
38239,38239,Isolation,109,34.55921965884514,1,30
38240,38240,Isolation,36,25.641127358947347,1,7
38241,38241,Traffic Redirection,44,37.27701016755488,1,14
38242,38242,Traffic Redirection,81,18.99687142127957,1,29
38243,38243,Access Control,69,28.71147298975372,1,20
38244,38244,Traffic Redirection,81,32.4270024412498,1,16
38245,38245,Isolation,47,27.40835495422618,1,28
38246,38246,Traffic Redirection,117,29.224559742948337,1,21
38247,38247,Isolation,17,39.214587764259335,1,22
38248,38248,Isolation,119,29.2137525385741,1,37
38249,38249,Isolation,11,31.14427806476057,1,5
38250,38250,Isolation,66,32.73169644851528,1,42
38251,38251,Access Control,55,30.06451795841183,1,45
38252,38252,Traffic Redirection,13,29.23441810167849,1,45
38253,38253,Traffic Redirection,120,30.361072570454606,1,3
38254,38254,Access Control,107,30.82948931228984,1,29
38255,38255,Traffic Redirection,43,32.87617863736254,1,31
38256,38256,Isolation,68,31.705697232569044,1,35
38257,38257,Isolation,41,23.225872573606235,1,15
38258,38258,Traffic Redirection,12,22.346049436043224,1,14
38259,38259,Isolation,111,30.368501655196667,1,24
38260,38260,Access Control,61,23.020235686395694,1,17
38261,38261,Isolation,103,31.31505203857968,1,24
38262,38262,Isolation,38,26.15562732295793,1,21
38263,38263,Access Control,44,26.468415500500207,1,21
38264,38264,Traffic Redirection,31,36.3139075629158,1,10
38265,38265,Access Control,44,32.764944057889025,1,25
38266,38266,Access Control,30,25.607833964213498,1,18
38267,38267,Isolation,89,26.110640435480125,1,11
38268,38268,Isolation,69,33.8901039169592,1,13
38269,38269,Isolation,92,25.008151429573243,1,7
38270,38270,Traffic Redirection,62,27.10804449279931,1,17
38271,38271,Traffic Redirection,92,32.83735131120444,1,47
38272,38272,Access Control,126,25.507654418813893,1,46
38273,38273,Isolation,17,24.36106587248502,1,32
38274,38274,Traffic Redirection,16,29.107629221271807,1,49
38275,38275,Traffic Redirection,55,28.93241482449625,1,17
38276,38276,Access Control,1,30.367738555874226,1,6
38277,38277,Access Control,51,25.530095248439242,1,41
38278,38278,Traffic Redirection,78,27.61781874474717,1,12
38279,38279,Isolation,7,32.734762240106235,0,22
38280,38280,Access Control,84,22.43886966865109,0,41
38281,38281,Access Control,23,26.644293541324707,1,3
38282,38282,Isolation,77,33.478658537270654,1,34
38283,38283,Traffic Redirection,93,30.545015668681145,1,22
38284,38284,Isolation,8,30.74169444443817,1,7
38285,38285,Isolation,85,28.865280793229413,1,47
38286,38286,Isolation,27,29.016718542119346,1,38
38287,38287,Isolation,40,36.143511302906134,1,41
38288,38288,Isolation,88,32.050996078574435,0,8
38289,38289,Traffic Redirection,12,33.97678183640152,1,4
38290,38290,Traffic Redirection,18,26.751419954936566,1,5
38291,38291,Isolation,23,31.965631183062307,1,24
38292,38292,Isolation,91,34.38017032782089,1,31
38293,38293,Traffic Redirection,110,33.34219837582781,1,42
38294,38294,Access Control,120,34.22186177851645,1,26
38295,38295,Traffic Redirection,34,27.789199747876356,1,4
38296,38296,Traffic Redirection,3,30.781496383262542,1,13
38297,38297,Access Control,59,37.67663826740606,1,14
38298,38298,Traffic Redirection,113,24.597331545846487,1,8
38299,38299,Isolation,107,28.115390972334858,1,48
38300,38300,Isolation,40,40.70552745819733,1,46
38301,38301,Isolation,45,22.802305456965,1,26
38302,38302,Isolation,80,26.190903966046374,1,12
38303,38303,Isolation,26,24.727803985039202,0,12
38304,38304,Isolation,11,31.89943254724268,1,22
38305,38305,Isolation,115,34.161776757748044,1,8
38306,38306,Access Control,77,31.466078790713865,1,7
38307,38307,Isolation,32,26.396847790490565,1,41
38308,38308,Access Control,84,34.03154675255642,1,36
38309,38309,Isolation,34,31.216215287217143,1,7
38310,38310,Traffic Redirection,102,34.80308935962024,1,25
38311,38311,Traffic Redirection,29,28.862738995766826,1,41
38312,38312,Traffic Redirection,46,24.406433008092584,1,41
38313,38313,Access Control,62,32.60850108863004,1,34
38314,38314,Isolation,109,36.96082092636736,0,19
38315,38315,Traffic Redirection,90,26.242737872573258,1,43
38316,38316,Traffic Redirection,124,30.15290772595246,1,14
38317,38317,Traffic Redirection,114,30.16356200974581,1,28
38318,38318,Access Control,26,27.101750682421873,1,11
38319,38319,Traffic Redirection,73,35.075758569736976,1,22
38320,38320,Isolation,23,31.114495899805487,1,39
38321,38321,Traffic Redirection,40,27.624618356610483,1,39
38322,38322,Traffic Redirection,52,37.607879434590004,1,35
38323,38323,Access Control,56,20.42757375678336,1,23
38324,38324,Access Control,36,32.54479596636161,1,4
38325,38325,Traffic Redirection,61,32.88622559667306,1,47
38326,38326,Isolation,42,33.87471095684759,1,19
38327,38327,Access Control,104,26.139446885463176,1,17
38328,38328,Access Control,23,25.083647917155318,1,7
38329,38329,Access Control,38,32.369487708654475,1,48
38330,38330,Traffic Redirection,118,35.437245289936094,1,22
38331,38331,Isolation,58,29.576241524724765,1,6
38332,38332,Isolation,81,20.393330369791258,1,35
38333,38333,Isolation,12,28.811030275138464,1,42
38334,38334,Access Control,52,28.705618636230852,1,27
38335,38335,Access Control,58,25.034523374596077,1,9
38336,38336,Traffic Redirection,89,26.74939320546972,0,49
38337,38337,Access Control,49,28.753736026213833,1,35
38338,38338,Traffic Redirection,119,30.84086047408336,1,49
38339,38339,Isolation,14,24.940925071856594,1,19
38340,38340,Isolation,79,21.64320285172385,1,44
38341,38341,Isolation,89,27.299920278103073,1,29
38342,38342,Isolation,29,33.295035750663736,1,24
38343,38343,Traffic Redirection,84,25.218236084430373,1,5
38344,38344,Access Control,82,35.49111103031954,1,43
38345,38345,Traffic Redirection,124,24.907997248191645,1,26
38346,38346,Traffic Redirection,64,32.86407719669242,1,44
38347,38347,Access Control,111,38.034900390700365,1,8
38348,38348,Access Control,83,33.25065886719799,1,45
38349,38349,Traffic Redirection,106,27.16227416464075,1,21
38350,38350,Access Control,69,29.83288742784557,1,38
38351,38351,Traffic Redirection,90,28.971009997879918,1,17
38352,38352,Access Control,31,26.589695887612002,0,19
38353,38353,Traffic Redirection,117,29.821359916697737,1,23
38354,38354,Access Control,24,24.841970033630005,1,2
38355,38355,Access Control,77,28.392370685693052,1,36
38356,38356,Access Control,8,41.21710093815264,1,46
38357,38357,Traffic Redirection,38,30.96044159696623,1,29
38358,38358,Isolation,50,33.58988144397108,1,22
38359,38359,Access Control,115,24.34109196219575,1,7
38360,38360,Isolation,11,28.68994320115393,1,43
38361,38361,Traffic Redirection,34,24.476598456748512,1,17
38362,38362,Isolation,8,33.84321822827864,1,13
